timestamp_index,predicted_direction,predict_price,exec_price,position
7102,1,95.28377839383162,95.9531620109286,1
7103,0,95.26040598804646,95.9233823953062,0
7104,0,95.3311517591329,95.98670492631771,-1
7105,0,95.40884492836835,95.9479419430514,-2
7106,0,95.56963643448027,95.75444553132736,-3
7107,0,95.7049817992424,95.7395093817624,-4
7108,1,95.83963896550344,95.50276161642503,-3
7109,0,95.98400599742008,95.5381386795142,-4
7110,0,96.01314389590166,95.44020865648594,-5
7111,0,96.01636240460536,95.45654469197753,-6
7112,0,96.10364411292318,95.58795219012995,-7
7113,0,96.17685220806648,95.49307732060316,-8
7114,0,96.14594558439263,95.59920294645438,-9
7115,0,96.18642792527348,95.55586398978576,-10
7116,0,96.18291827859504,95.73118346999232,-11
7117,0,96.097524987749,95.69466820867252,-12
7118,0,96.22657106188664,95.61061891012184,-13
7119,0,96.23209098613964,95.67934275516136,-14
7120,0,96.43696181190954,95.635763782199,-15
7121,0,96.27441258488956,95.5516188307861,-16
7122,1,96.21873470760522,95.50383484571572,-15
7123,1,96.22199859127431,95.4993741924974,-14
7124,0,96.3357367010372,95.63359220562192,-15
7125,0,96.37568363829742,95.44018343107597,-16
7126,0,96.40673091371548,95.442491496971,-17
7127,0,96.29400453446009,95.5049818564364,-18
7128,1,96.17831039473714,95.52432671393558,-17
7129,0,96.21056086076612,95.65531323087892,-18
7130,0,96.07415026138428,95.64787869790308,-19
7131,0,96.02096248635536,95.62942355368448,-20
7132,1,96.07105421926394,95.68865650838582,-19
7133,0,95.97282179203626,95.69858788988095,-20
7134,1,96.13335738827244,95.6595470160529,-19
7135,0,96.25575102269624,95.71116142001154,-20
7136,0,96.0986090228624,95.64590859068988,-21
7137,1,96.0053718985442,95.58479087548794,-20
7138,1,95.7767941740947,95.53199147331138,-19
7139,0,95.69853503783987,95.66729838932802,-20
7140,0,95.77517388549714,95.34519675372944,-21
7141,0,95.73378439126964,95.38475663720574,-22
7142,1,95.77986411563124,95.38818381862576,-21
7143,1,95.62763068380308,95.22009677270196,-20
7144,1,95.70742820926128,95.25106945061556,-19
7145,1,95.65191728646845,95.2986446497987,-18
7146,0,95.65313425469672,95.35760857293444,-19
7147,0,95.6438468045574,95.09242576662996,-20
7148,1,95.51669195246818,95.2290647078154,-19
7149,1,95.4013835192942,95.15529103734691,-18
7150,1,95.49816296619454,95.22394781202225,-17
7151,0,95.53806218194472,95.29805519009048,-18
7152,0,95.64306708610006,95.21038548152852,-19
7153,0,95.67553290965031,95.27643147676368,-20
7154,1,95.68983197313123,95.23788215267246,-19
7155,1,95.51723091126456,95.03074443473864,-18
7156,1,95.49019424158844,95.1475186272914,-17
7157,0,95.48745580954808,95.0700141309898,-18
7158,0,95.68276652937531,94.984564784716,-19
7159,0,95.7514621925852,94.9442581979123,-20
7160,0,95.90506831075616,94.97148187044505,-21
7161,1,95.96482208134562,94.96575482936284,-20
7162,1,95.89369175865068,95.02056152183356,-19
7163,0,95.90540418026563,94.88661258518069,-20
7164,0,95.92902654489208,94.81237394813762,-21
7165,0,95.83511098791502,94.80077424090548,-22
7166,0,95.79667225025572,94.99056297017134,-23
7167,0,95.776095550888,94.97918171632996,-24
7168,1,95.93665753414452,95.08770394269612,-23
7169,0,95.7285834816054,95.09155945957455,-24
7170,1,95.849165323677,95.0431935958308,-23
7171,1,95.75548580018108,95.01852115341936,-22
7172,1,95.61827788145412,95.00167918221646,-21
7173,1,95.73627209445796,95.06204375611252,-20
7174,0,95.8094619013814,95.1995048828702,-21
7175,0,95.93491377161952,95.23547296763884,-22
7176,1,96.01498396637407,95.354180735513,-21
7177,0,96.22096846654782,95.25770176175004,-22
7178,1,96.27684085024228,95.21623871086862,-21
7179,0,96.26119311262995,95.14380845744786,-22
7180,0,96.29548575036208,95.17525291653534,-23
7181,0,96.41983266319669,95.1393570780174,-24
7182,0,96.34189513067068,95.21233437172084,-25
7183,0,96.27670627241751,95.1192342005576,-26
7184,0,96.24581027095776,95.12353729788973,-27
7185,1,96.0353519910812,95.19222308899091,-26
7186,1,96.04915983192296,94.98569281148689,-25
7187,0,95.86054696152786,95.19785594221987,-26
7188,0,95.86585289282112,95.16954075373192,-27
7189,1,95.95238186843464,94.96703676236427,-26
7190,0,95.90469422237028,94.98284615222197,-27
7191,1,96.07240580938895,94.98619049901929,-26
7192,1,95.9263557194471,94.97800106106205,-25
7193,0,96.04548178761029,95.0771201723547,-26
7194,1,96.11299549325098,95.1518646694974,-25
7195,0,95.94139216841992,95.1816522885998,-26
7196,1,96.21247159832396,95.22666785199443,-25
7197,0,96.20609706977356,95.21623200705064,-26
7198,0,96.118348667558,95.39378109197465,-27
7199,1,95.9776399480796,95.24586149013888,-26
7200,0,95.95563814531364,95.25982665756048,-27
7201,0,95.94289745807464,95.26632912067934,-28
7202,0,95.9531620109286,95.3476571612858,-29
7203,0,95.9233823953062,95.26327177354332,-30
7204,1,95.98670492631771,95.08890451330366,-29
7205,1,95.9479419430514,95.10458681491347,-28
7206,1,95.75444553132736,95.13270986413534,-27
7207,1,95.7395093817624,95.2816698050801,-26
7208,0,95.50276161642503,95.1546336004476,-27
7209,0,95.5381386795142,95.27010297711928,-28
7210,0,95.44020865648594,95.50684441352196,-29
7211,0,95.45654469197753,95.46906792476972,-30
7212,1,95.58795219012995,95.3399737028204,-29
7213,1,95.49307732060316,95.29927626618309,-28
7214,1,95.59920294645438,95.3006767629202,-27
7215,1,95.55586398978576,95.3570555504209,-26
7216,0,95.73118346999232,95.2979160774371,-27
7217,0,95.69466820867252,95.45343593085182,-28
7218,0,95.61061891012184,95.34198269935102,-29
7219,1,95.67934275516136,95.16806218413376,-28
7220,1,95.635763782199,95.27873322656248,-27
7221,0,95.5516188307861,95.05127112344184,-28
7222,1,95.50383484571572,95.03085814655458,-27
7223,0,95.4993741924974,95.34262625947538,-28
7224,1,95.63359220562192,95.3414219041794,-27
7225,0,95.44018343107597,95.22934513910975,-28
7226,1,95.442491496971,95.22360539273107,-27
7227,1,95.5049818564364,95.21852531386914,-26
7228,0,95.52432671393558,95.23459030790444,-27
7229,0,95.65531323087892,95.3008166061204,-28
7230,0,95.64787869790308,95.19690548928364,-29
7231,0,95.62942355368448,95.36566029480733,-30
7232,1,95.68865650838582,95.39017172324458,-29
7233,0,95.69858788988095,95.46285112788476,-30
7234,0,95.6595470160529,95.4000361879092,-31
7235,0,95.71116142001154,95.52867440160875,-32
7236,0,95.64590859068988,95.50296916072745,-33
7237,1,95.58479087548794,95.5307244120768,-32
7238,1,95.53199147331138,95.43741380435809,-31
7239,0,95.66729838932802,95.33772064171788,-32
7240,0,95.34519675372944,95.40654117236316,-33
7241,1,95.38475663720574,95.36218048934242,-32
7242,0,95.38818381862576,95.27679818059198,-33
7243,0,95.22009677270196,95.21247984638929,-34
7244,1,95.25106945061556,95.28237515356102,-33
7245,0,95.2986446497987,95.21947136744066,-34
7246,0,95.35760857293444,95.20770587428044,-35
7247,1,95.09242576662996,95.20920864930916,-34
7248,0,95.2290647078154,95.01747376070811,-35
7249,1,95.15529103734691,94.87036112017076,-34
7250,0,95.22394781202225,94.90398890909552,-35
7251,0,95.29805519009048,94.83028597298026,-36
7252,0,95.21038548152852,94.9359584641083,-37
7253,1,95.27643147676368,95.03263917453336,-36
7254,1,95.23788215267246,95.1045560411689,-35
7255,0,95.03074443473864,95.28653321990016,-36
7256,1,95.1475186272914,95.27822428712584,-35
7257,0,95.0700141309898,95.34311247971624,-36
7258,0,94.984564784716,95.2846723820566,-37
7259,1,94.9442581979123,95.52990937334349,-36
7260,0,94.97148187044505,95.7282727385871,-37
7261,1,94.96575482936284,95.72946078203888,-36
7262,1,95.02056152183356,95.7681194050294,-35
7263,0,94.88661258518069,95.90404916496588,-36
7264,1,94.81237394813762,95.88933521448446,-35
7265,1,94.80077424090548,95.82367280740448,-34
7266,0,94.99056297017134,95.91107178250518,-35
7267,0,94.97918171632996,95.91891570711354,-36
7268,0,95.08770394269612,95.93721515207808,-37
7269,1,95.09155945957455,95.85378801777128,-36
7270,1,95.0431935958308,95.68202080293494,-35
7271,0,95.01852115341936,95.70563504392284,-36
7272,0,95.00167918221646,95.79613124807229,-37
7273,0,95.06204375611252,95.77355057316468,-38
7274,0,95.1995048828702,95.91719352512057,-39
7275,0,95.23547296763884,95.846801892579,-40
7276,1,95.354180735513,95.7413314470824,-39
7277,1,95.25770176175004,95.7346084163628,-38
7278,1,95.21623871086862,95.72634915882766,-37
7279,0,95.14380845744786,95.80334603196118,-38
7280,0,95.17525291653534,95.72584974955478,-39
7281,0,95.1393570780174,95.86265917323628,-40
7282,0,95.21233437172084,96.0593508694871,-41
7283,0,95.1192342005576,96.05543646679028,-42
7284,1,95.12353729788973,96.1804075088087,-41
7285,1,95.19222308899091,96.07475780174616,-40
7286,0,94.98569281148689,96.18227995586436,-41
7287,1,95.19785594221987,96.28700759672031,-40
7288,0,95.16954075373192,96.3733513247393,-41
7289,0,94.96703676236427,96.37179501585229,-42
7290,1,94.98284615222197,96.07637012172806,-41
7291,0,94.98619049901929,96.01219740736283,-42
7292,0,94.97800106106205,95.9496058055944,-43
7293,1,95.0771201723547,95.85178031178836,-42
7294,0,95.1518646694974,95.86400461224304,-43
7295,1,95.1816522885998,95.82210826769092,-42
7296,1,95.22666785199443,95.73964706671444,-41
7297,0,95.21623200705064,95.63376705188963,-42
7298,0,95.39378109197465,95.56221575334112,-43
7299,0,95.24586149013888,95.67436567452611,-44
7300,0,95.25982665756048,95.60826316906336,-45
7301,1,95.26632912067934,95.55676929842004,-44
7302,0,95.3476571612858,95.51109953691773,-45
7303,0,95.26327177354332,95.54499888829864,-46
7304,1,95.08890451330366,95.59062383715153,-45
7305,1,95.10458681491347,95.2861581832272,-44
7306,1,95.13270986413534,95.38832170460996,-43
7307,0,95.2816698050801,95.53195850803432,-44
7308,0,95.1546336004476,95.42693985429815,-45
7309,1,95.27010297711928,95.32971002982468,-44
7310,1,95.50684441352196,95.28468469104683,-43
7311,0,95.46906792476972,95.20908428910118,-44
7312,0,95.3399737028204,95.23147697649586,-45
7313,1,95.29927626618309,95.03682444785996,-44
7314,0,95.3006767629202,94.92503168705628,-45
7315,0,95.3570555504209,95.07895140707376,-46
7316,0,95.2979160774371,94.98612941033898,-47
7317,0,95.45343593085182,95.11047223814928,-48
7318,1,95.34198269935102,95.14600605770828,-47
7319,1,95.16806218413376,94.96507928624946,-46
7320,1,95.27873322656248,95.02861220577108,-45
7321,0,95.05127112344184,95.0168454755518,-46
7322,0,95.03085814655458,94.97129876992682,-47
7323,1,95.34262625947538,94.99579447924404,-46
7324,0,95.3414219041794,95.0432578278007,-47
7325,1,95.22934513910975,95.11401700999816,-46
7326,1,95.22360539273107,95.23184229475297,-45
7327,0,95.21852531386914,95.2726558860308,-46
7328,1,95.23459030790444,95.13509247715216,-45
7329,0,95.3008166061204,95.08772793138704,-46
7330,0,95.19690548928364,95.3820327649139,-47
7331,1,95.36566029480733,95.45448187095208,-46
7332,1,95.39017172324458,95.69141060103324,-45
7333,0,95.46285112788476,95.83095400925316,-46
7334,0,95.4000361879092,95.85513421640871,-47
7335,1,95.52867440160875,95.88527492338685,-46
7336,0,95.50296916072745,95.88161691939916,-47
7337,0,95.5307244120768,95.7078364578145,-48
7338,0,95.43741380435809,95.70964118306132,-49
7339,1,95.33772064171788,95.83070863831554,-48
7340,0,95.40654117236316,95.77074463883342,-49
7341,0,95.36218048934242,95.8119399387396,-50
7342,0,95.27679818059198,95.89709904332892,-51
7343,1,95.21247984638929,95.80613099939768,-50
7344,1,95.28237515356102,95.76100071296332,-49
7345,1,95.21947136744066,95.6592095639156,-48
7346,0,95.20770587428044,95.57699300324666,-49
7347,0,95.20920864930916,95.44823247488134,-50
7348,1,95.01747376070811,95.35818762874354,-49
7349,1,94.87036112017076,95.50013319682331,-48
7350,1,94.90398890909552,95.4085854939143,-47
7351,0,94.83028597298026,95.42123141582036,-48
7352,1,94.9359584641083,95.37094454045328,-47
7353,0,95.03263917453336,95.48883113415695,-48
7354,0,95.1045560411689,95.61994736381732,-49
7355,1,95.28653321990016,95.70635436203122,-48
